title,url,avg_rating,ratings,final_decision
How Does Mixup Help With Robustness and Generalization?,https://openreview.net/forum?id=8yKEo06dKNo,7,"[8.0, 6.0, 7.0, 7.0]",Accept (Spotlight)
On the geometry of generalization and memorization in deep neural networks,https://openreview.net/forum?id=V8jrrnwGbuc,7,"[7.0, 7.0, 7.0, 7.0]",Accept (Poster)
"Learning Incompressible Fluid Dynamics from Scratch - Towards Fast, Differentiable Fluid Models that Generalize",https://openreview.net/forum?id=KUDUoRsEphu,7,"[7.0, 7.0, 7.0, 7.0]",Accept (Spotlight)
Understanding the role of importance weighting for deep learning,https://openreview.net/forum?id=_WnwtieRHxM,7,"[7.0, 7.0, 7.0, 7.0]",Accept (Spotlight)
Contrastive Divergence Learning is a Time Reversal Adversarial Game,https://openreview.net/forum?id=MLSvqIHRidA,7,"[6.0, 7.0, 7.0, 8.0]",Accept (Spotlight)
Quantifying Differences in Reward Functions,https://openreview.net/forum?id=LwEQnp6CYev,7,"[6.0, 8.0, 7.0, 7.0]",Accept (Spotlight)
"Signatory: differentiable computations of the signature and logsignature transforms, on both CPU and GPU",https://openreview.net/forum?id=lqU2cs3Zca,7,"[6.0, 8.0, 7.0, 7.0]",Accept (Poster)
Non-asymptotic Confidence Intervals of Off-policy Evaluation:  Primal and Dual Bounds ,https://openreview.net/forum?id=dKg5D1Z1Lm,7,"[7.0, 6.0, 8.0, 7.0]",Accept (Poster)
Vector-output ReLU Neural Network Problems are Copositive Programs: Convex Analysis of Two Layer Networks and Polynomial-time Algorithms,https://openreview.net/forum?id=fGF8qAqpXXG,7,"[7.0, 7.0, 7.0, 7.0]",Accept (Poster)
Tomographic Auto-Encoder: Unsupervised Bayesian Recovery of Corrupted Data,https://openreview.net/forum?id=YtMG5ex0ou,7,"[7.0, 7.0, 7.0, 7.0]",Accept (Poster)
PseudoSeg: Designing Pseudo Labels for Semantic Segmentation,https://openreview.net/forum?id=-TwO99rbVRu,7,"[7.0, 6.0, 8.0]",Accept (Poster)
Model-Based Visual Planning with Self-Supervised Functional Distances,https://openreview.net/forum?id=UcoXdfrORC,7,"[7.0, 7.0, 7.0, 7.0]",Accept (Spotlight)
A Wigner-Eckart Theorem for Group Equivariant Convolution Kernels,https://openreview.net/forum?id=ajOrOhQOsYx,7,"[8.0, 6.0, 8.0, 6.0]",Accept (Poster)
Approximate Nearest Neighbor Negative Contrastive Learning for Dense Text Retrieval,https://openreview.net/forum?id=zeFrfgyZln,7,"[6.0, 7.0, 9.0, 6.0]",Accept (Poster)
Graph-Based Continual Learning,https://openreview.net/forum?id=HHSEKOnPvaO,7,"[8.0, 7.0, 7.0, 6.0]",Accept (Spotlight)
On the Universality of Rotation Equivariant Point Cloud Networks,https://openreview.net/forum?id=6NFBvWlRXaG,7,"[6.0, 8.0, 8.0, 6.0]",Accept (Poster)
"GAN ""Steerability"" without optimization ",https://openreview.net/forum?id=zDy_nQCXiIj,7,"[6.0, 8.0, 6.0, 8.0]",Accept (Spotlight)
Practical Real Time Recurrent Learning with a Sparse Approximation,https://openreview.net/forum?id=q3KSThy2GwB,7,"[7.0, 7.0, 6.0, 8.0]",Accept (Spotlight)
An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale,https://openreview.net/forum?id=YicbFdNTTy,7,"[7.0, 7.0, 7.0, 7.0]",Accept (Oral)
Neural gradients are near-lognormal: improved quantized  and sparse training,https://openreview.net/forum?id=EoFNy62JGd,7,"[7.0, 7.0, 6.0, 8.0]",Accept (Poster)
The inductive bias of ReLU networks on orthogonally separable data,https://openreview.net/forum?id=krz7T0xU9Z_,7,"[7.0, 8.0, 5.0, 8.0]",Accept (Poster)
Private Post-GAN Boosting,https://openreview.net/forum?id=6isfR3JCbi,7,"[6.0, 7.0, 8.0]",Accept (Poster)
A statistical theory of cold posteriors in deep neural networks,https://openreview.net/forum?id=Rd138pWXMvG,7,"[6.0, 7.0, 6.0, 9.0]",Accept (Poster)
Calibration of Neural Networks using Splines,https://openreview.net/forum?id=eQe8DEWNN2W,7,"[8.0, 7.0, 8.0, 5.0]",Accept (Poster)
Neural Pruning via Growing Regularization,https://openreview.net/forum?id=o966_Is_nPA,7,"[8.0, 7.0, 6.0, 7.0]",Accept (Poster)
ARMOURED: Adversarially Robust MOdels using Unlabeled data by REgularizing Diversity,https://openreview.net/forum?id=JoCR4h9O3Ew,7,"[7.0, 7.0, 7.0, 7.0]",Accept (Poster)
Fast convergence of stochastic subgradient method under interpolation,https://openreview.net/forum?id=w2mYg3d0eot,7,"[7.0, 6.0, 8.0, 7.0]",Accept (Poster)
Hyperbolic Neural Networks++,https://openreview.net/forum?id=Ec85b0tUwbA,7,"[7.0, 7.0, 6.0, 8.0]",Accept (Poster)
Learning to Generate 3D Shapes with Generative Cellular Automata,https://openreview.net/forum?id=rABUmU3ulQh,7,"[7.0, 8.0, 6.0]",Accept (Poster)
Shapley explainability on the data manifold,https://openreview.net/forum?id=OPyWRrcjVQw,7,"[7.0, 7.0, 6.0, 8.0]",Accept (Poster)
Iterative Empirical Game Solving via Single Policy Best Response,https://openreview.net/forum?id=R4aWTjmrEKM,7,"[7.0, 7.0, 7.0, 7.0]",Accept (Spotlight)
BRECQ: Pushing the Limit of Post-Training Quantization by Block Reconstruction,https://openreview.net/forum?id=POWv6hDd9XH,7,"[6.0, 7.0, 8.0, 7.0]",Accept (Poster)
Identifying nonlinear dynamical systems with multiple time scales and long-range dependencies,https://openreview.net/forum?id=_XYzwxPIQu6,7,"[7.0, 7.0, 6.0, 8.0]",Accept (Spotlight)
A Gradient Flow Framework For Analyzing Network Pruning,https://openreview.net/forum?id=rumv7QmLUue,7,"[6.0, 6.0, 7.0, 9.0]",Accept (Spotlight)
Interpretable Neural Architecture Search via Bayesian Optimisation with Weisfeiler-Lehman Kernels,https://openreview.net/forum?id=j9Rv7qdXjd,7,"[5.0, 9.0, 7.0, 7.0]",Accept (Poster)
Mathematical Reasoning via Self-supervised Skip-tree Training,https://openreview.net/forum?id=YmqAnY0CMEy,7,"[7.0, 7.0, 7.0, 7.0]",Accept (Spotlight)
Towards Faster and Stabilized GAN Training for High-fidelity Few-shot Image Synthesis,https://openreview.net/forum?id=1Fqg133qRaI,7,"[7.0, 7.0, 7.0, 7.0]",Accept (Poster)
RODE: Learning Roles to Decompose Multi-Agent Tasks,https://openreview.net/forum?id=TTUVg6vkNjK,7,"[8.0, 7.0, 6.0]",Accept (Poster)
Single-Timescale Actor-Critic Provably Finds Globally Optimal Policy,https://openreview.net/forum?id=pqZV_srUVmK,7,"[7.0, 8.0, 8.0, 5.0]",Accept (Poster)
In Search of Lost Domain Generalization,https://openreview.net/forum?id=lQdXeXDoWtI,7,"[6.0, 7.0, 7.0, 8.0]",Accept (Poster)
Random Feature Attention,https://openreview.net/forum?id=QtTKTdVrFBB,7,"[8.0, 8.0, 8.0, 4.0]",Accept (Spotlight)
Disentangled Recurrent Wasserstein Autoencoder ,https://openreview.net/forum?id=O7ms4LFdsX,7,"[7.0, 7.0, 7.0]",Accept (Spotlight)
Global optimality of softmax policy gradient with single hidden layer neural networks in the mean-field regime,https://openreview.net/forum?id=bB2drc7DPuB,7,"[7.0, 7.0, 7.0, 7.0]",Accept (Poster)
IsarStep: a Benchmark for High-level Mathematical Reasoning,https://openreview.net/forum?id=Pzj6fzU6wkj,7,"[6.0, 7.0, 6.0, 9.0]",Accept (Poster)
Neural Topic Model via Optimal Transport,https://openreview.net/forum?id=Oos98K9Lv-k,7,"[7.0, 6.0, 7.0, 8.0]",Accept (Spotlight)
"For interpolating kernel machines, minimizing the norm of the ERM solution minimizes stability",https://openreview.net/forum?id=p3_z68kKrus,7,"[6.0, 8.0, 6.0, 8.0]",Reject
Memory Optimization for Deep Networks,https://openreview.net/forum?id=bnY0jm4l59,7,"[7.0, 7.0, 8.0, 6.0]",Accept (Spotlight)
DeepAveragers: Offline Reinforcement Learning By Solving Derived Non-Parametric MDPs,https://openreview.net/forum?id=eMP1j9efXtX,6.8,"[6.0, 7.0, 7.0, 7.0, 7.0]",Accept (Spotlight)
The geometry of integration in text classification RNNs,https://openreview.net/forum?id=42kiJ7n_8xO,6.8,"[7.0, 7.0, 5.0, 7.0, 8.0]",Accept (Poster)
A Universal Representation Transformer Layer for Few-Shot Image Classification,https://openreview.net/forum?id=04cII6MumYV,6.8,"[7.0, 6.0, 6.0, 8.0, 7.0]",Accept (Poster)
FastSpeech 2: Fast and High-Quality End-to-End Text to Speech,https://openreview.net/forum?id=piLPYqxtWuA,6.8,"[7.0, 7.0, 8.0, 7.0, 5.0]",Accept (Poster)
Learning to Represent Action Values as a Hypergraph on the Action Vertices,https://openreview.net/forum?id=Xv_s64FiXTv,6.8,"[8.0, 7.0, 8.0, 6.0, 5.0]",Accept (Poster)
A Mathematical Exploration of Why Language Models Help Solve Downstream Tasks,https://openreview.net/forum?id=vVjIW3sEc1s,6.8,"[7.0, 6.0, 7.0, 8.0, 6.0]",Accept (Poster)
Refining Deep Generative Models via Wasserstein Gradient Flows,https://openreview.net/forum?id=Zbc-ue9p_rE,6.8,"[7.0, 6.0, 7.0, 7.0, 7.0]",Accept (Poster)
Regularized Inverse Reinforcement Learning,https://openreview.net/forum?id=HgLO8yalfwc,6.8,"[7.0, 7.0, 6.0, 6.0, 8.0]",Accept (Spotlight)
Lifelong Learning of Compositional Structures,https://openreview.net/forum?id=ADWd4TJO13G,6.8,"[7.0, 6.0, 6.0, 6.0, 9.0]",Accept (Poster)
Hopper: Multi-hop Transformer for Spatiotemporal Reasoning,https://openreview.net/forum?id=MaZFq7bJif7,6.75,"[7.0, 6.0, 8.0, 6.0]",Accept (Poster)
Optimal Regularization can Mitigate Double Descent,https://openreview.net/forum?id=7R7fAoUygoa,6.75,"[7.0, 7.0, 7.0, 6.0]",Accept (Poster)
Robust early-learning: Hindering the memorization of noisy labels,https://openreview.net/forum?id=Eql5b1_hTE4,6.75,"[6.0, 7.0, 7.0, 7.0]",Accept (Poster)
Efficient Transformers in Reinforcement Learning using Actor-Learner Distillation,https://openreview.net/forum?id=uR9LaO_QxF,6.75,"[7.0, 5.0, 7.0, 8.0]",Accept (Poster)
Ask Your Humans: Using Human Instructions to Improve Generalization in Reinforcement Learning,https://openreview.net/forum?id=Y87Ri-GNHYu,6.75,"[7.0, 8.0, 7.0, 5.0]",Accept (Poster)
Linear Last-iterate Convergence in Constrained Saddle-point Optimization,https://openreview.net/forum?id=dx11_7vm5_r,6.75,"[7.0, 7.0, 6.0, 7.0]",Accept (Poster)
Self-supervised Representation Learning with Relative Predictive Coding,https://openreview.net/forum?id=068E_JSq9O,6.75,"[6.0, 7.0, 8.0, 6.0]",Accept (Poster)
IDF++: Analyzing and Improving Integer Discrete Flows for Lossless Compression,https://openreview.net/forum?id=MBOyiNnYthd,6.75,"[7.0, 6.0, 7.0, 7.0]",Accept (Poster)
Deep Neural Tangent Kernel and Laplace Kernel Have the Same RKHS,https://openreview.net/forum?id=vK9WrZ0QYQ,6.75,"[8.0, 7.0, 5.0, 7.0]",Accept (Poster)
H-divergence: A Decision-Theoretic Probability Discrepancy Measure ,https://openreview.net/forum?id=uBHs6zpY4in,6.75,"[6.0, 5.0, 9.0, 7.0]",Reject
Efficient Generalized Spherical CNNs,https://openreview.net/forum?id=rWZz3sJfCkm,6.75,"[8.0, 6.0, 6.0, 7.0]",Accept (Poster)
Learning Structural Edits via Incremental Tree Transformations,https://openreview.net/forum?id=v9hAX77--cZ,6.75,"[7.0, 7.0, 8.0, 5.0]",Accept (Poster)
Wasserstein Embedding for Graph Learning,https://openreview.net/forum?id=AAes_3W-2z,6.75,"[7.0, 6.0, 8.0, 6.0]",Accept (Poster)
Adversarial score matching and improved sampling for image generation,https://openreview.net/forum?id=eLfqMl3z3lq,6.75,"[7.0, 7.0, 6.0, 7.0]",Accept (Poster)
Multi-Time Attention Networks for Irregularly Sampled Time Series,https://openreview.net/forum?id=4c0J6lwQ4_,6.75,"[6.0, 7.0, 7.0, 7.0]",Accept (Poster)
Getting a CLUE: A  Method for Explaining Uncertainty Estimates,https://openreview.net/forum?id=XSLF1XFq5h,6.75,"[7.0, 6.0, 7.0, 7.0]",Accept (Oral)
On Position Embeddings in BERT,https://openreview.net/forum?id=onxoVA9FxMw,6.75,"[6.0, 6.0, 8.0, 7.0]",Accept (Poster)
Creative Sketch Generation,https://openreview.net/forum?id=gwnoVHIES05,6.75,"[6.0, 7.0, 7.0, 7.0]",Accept (Poster)
Saliency is a Possible Red Herring When Diagnosing Poor Generalization,https://openreview.net/forum?id=c9-WeM-ceB,6.75,"[7.0, 7.0, 7.0, 6.0]",Accept (Poster)
Interpreting Knowledge Graph Relation Representation from Word Embeddings,https://openreview.net/forum?id=gLWj29369lW,6.75,"[7.0, 7.0, 6.0, 7.0]",Accept (Poster)
Black-Box Optimization Revisited: Improving Algorithm Selection Wizards through Massive Benchmarking,https://openreview.net/forum?id=4D4Rjrwaw3q,6.75,"[6.0, 5.0, 7.0, 9.0]",Reject
Efficient Reinforcement Learning in Factored MDPs with Application to Constrained RL,https://openreview.net/forum?id=fmtSg8591Q,6.75,"[7.0, 6.0, 7.0, 7.0]",Accept (Poster)
DynaTune: Dynamic Tensor Program Optimization in Deep Neural Network Compilation,https://openreview.net/forum?id=GTGb3M_KcUl,6.75,"[6.0, 7.0, 7.0, 7.0]",Accept (Poster)
Distilling Knowledge from Reader to Retriever for Question Answering,https://openreview.net/forum?id=NTEz-6wysdb,6.75,"[7.0, 7.0, 7.0, 6.0]",Accept (Poster)
Uncertainty Estimation and Calibration with Finite-State Probabilistic RNNs,https://openreview.net/forum?id=9EKHN1jOlA,6.75,"[7.0, 7.0, 6.0, 7.0]",Accept (Poster)
The Risks of Invariant Risk Minimization,https://openreview.net/forum?id=BbNIbVPJ-42,6.75,"[7.0, 6.0, 7.0, 7.0]",Accept (Poster)
Heteroskedastic and Imbalanced Deep Learning with Adaptive Regularization,https://openreview.net/forum?id=mEdwVCRJuX4,6.75,"[6.0, 7.0, 9.0, 5.0]",Accept (Poster)
Representing Partial Programs with Blended Abstract Semantics,https://openreview.net/forum?id=mCtadqIxOJ,6.75,"[7.0, 7.0, 7.0, 6.0]",Accept (Poster)
Pre-training Text-to-Text Transformers for Concept-centric Common Sense,https://openreview.net/forum?id=3k20LAiHYL2,6.75,"[8.0, 7.0, 8.0, 4.0]",Accept (Poster)
MC-LSTM: Mass-conserving LSTM,https://openreview.net/forum?id=Rld-9OxQ6HU,6.75,"[7.0, 6.0, 7.0, 7.0]",Reject
Representation Balancing Offline Model-based Reinforcement Learning,https://openreview.net/forum?id=QpNz8r_Ri2Y,6.75,"[7.0, 7.0, 6.0, 7.0]",Accept (Poster)
Neural Attention Distillation: Erasing Backdoor Triggers from Deep Neural Networks,https://openreview.net/forum?id=9l0K4OM-oXE,6.75,"[7.0, 6.0, 7.0, 7.0]",Accept (Poster)
INT: An Inequality Benchmark for Evaluating Generalization in Theorem Proving,https://openreview.net/forum?id=O6LPudowNQm,6.75,"[8.0, 6.0, 7.0, 6.0]",Accept (Poster)
When Optimizing  $f$-Divergence is Robust with Label Noise,https://openreview.net/forum?id=WesiCoRVQ15,6.75,"[7.0, 6.0, 7.0, 7.0]",Accept (Poster)
Quickest change detection for multi-task problems under unknown parameters,https://openreview.net/forum?id=aLtty4sUo0o,6.75,"[7.0, 7.0, 7.0, 6.0]",Reject
DICE: Diversity in Deep Ensembles via Conditional Redundancy Adversarial Estimation,https://openreview.net/forum?id=R2ZlTVPx0Gk,6.75,"[6.0, 8.0, 7.0, 6.0]",Accept (Poster)
Sparse Quantized Spectral Clustering,https://openreview.net/forum?id=pBqLS-7KYAF,6.75,"[7.0, 7.0, 7.0, 6.0]",Accept (Spotlight)
Neural Thompson Sampling,https://openreview.net/forum?id=tkAtoZkcUnm,6.75,"[7.0, 7.0, 7.0, 6.0]",Accept (Poster)
LiftPool: Bidirectional ConvNet Pooling,https://openreview.net/forum?id=kE3vd639uRW,6.75,"[7.0, 8.0, 5.0, 7.0]",Accept (Poster)
Rank the Episodes: A Simple Approach for Exploration in Procedurally-Generated Environments,https://openreview.net/forum?id=MtEE0CktZht,6.75,"[7.0, 6.0, 7.0, 7.0]",Accept (Poster)
Categorical Normalizing Flows via Continuous Transformations,https://openreview.net/forum?id=-GLNZeVDuik,6.75,"[7.0, 6.0, 7.0, 7.0]",Accept (Poster)
Learning A Minimax Optimizer: A Pilot Study,https://openreview.net/forum?id=nkIDwI6oO4_,6.75,"[6.0, 7.0, 7.0, 7.0]",Accept (Poster)
Towards Resolving the Implicit Bias of Gradient Descent for Matrix Factorization: Greedy Low-Rank Learning,https://openreview.net/forum?id=AHOs7Sm5H7R,6.75,"[6.0, 8.0, 7.0, 6.0]",Accept (Poster)
HW-NAS-Bench: Hardware-Aware Neural Architecture Search Benchmark,https://openreview.net/forum?id=_0kaDkv3dVf,6.75,"[7.0, 7.0, 6.0, 7.0]",Accept (Spotlight)
Modeling the Second Player in Distributionally Robust Optimization,https://openreview.net/forum?id=ZDnzZrTqU9N,6.75,"[7.0, 7.0, 6.0, 7.0]",Accept (Poster)
Balancing Constraints and Rewards with Meta-Gradient D4PG,https://openreview.net/forum?id=TQt98Ya7UMP,6.75,"[6.0, 7.0, 7.0, 7.0]",Accept (Poster)
Generalization bounds via distillation,https://openreview.net/forum?id=EGdFhBzmAwB,6.75,"[8.0, 7.0, 6.0, 6.0]",Accept (Spotlight)
Long Range Arena : A Benchmark for Efficient Transformers ,https://openreview.net/forum?id=qVyeW-grC2k,6.75,"[7.0, 7.0, 7.0, 6.0]",Accept (Poster)
MALI: A memory efficient and reverse accurate integrator for Neural ODEs,https://openreview.net/forum?id=blfSjHeFM_e,6.75,"[7.0, 7.0, 6.0, 7.0]",Accept (Poster)
Hierarchical Autoregressive Modeling for Neural Video Compression,https://openreview.net/forum?id=TK_6nNb_C7q,6.75,"[7.0, 6.0, 7.0, 7.0]",Accept (Poster)
Selective Classification Can Magnify Disparities Across Groups,https://openreview.net/forum?id=N0M_4BkQ05i,6.75,"[8.0, 7.0, 5.0, 7.0]",Accept (Poster)
Systematic Analysis of Cluster Similarity Indices: How to Validate Validation Measures,https://openreview.net/forum?id=6FtFPKw8aLj,6.75,"[7.0, 7.0, 6.0, 7.0]",Reject
Learning Associative Inference Using Fast Weight Memory,https://openreview.net/forum?id=TuK6agbdt27,6.75,"[7.0, 7.0, 6.0, 7.0]",Accept (Poster)
Randomized Ensembled Double Q-Learning: Learning Fast Without a Model,https://openreview.net/forum?id=AY8zfZm0tDd,6.75,"[7.0, 6.0, 7.0, 7.0]",Accept (Poster)
Rethinking Positional Encoding in Language Pre-training,https://openreview.net/forum?id=09-528y2Fgf,6.75,"[7.0, 7.0, 6.0, 7.0]",Accept (Poster)
Mind the Gap when Conditioning Amortised Inference in Sequential Latent-Variable Models,https://openreview.net/forum?id=a2gqxKDvYys,6.75,"[7.0, 7.0, 7.0, 6.0]",Accept (Poster)
Deployment-Efficient Reinforcement Learning via Model-Based Offline Optimization,https://openreview.net/forum?id=3hGNqpI4WS,6.75,"[8.0, 7.0, 5.0, 7.0]",Accept (Poster)
UMEC: Unified model and embedding compression for efficient recommendation systems,https://openreview.net/forum?id=BM---bH_RSh,6.75,"[7.0, 6.0, 7.0, 7.0]",Accept (Poster)
An Unsupervised Deep Learning Approach for Real-World Image Denoising,https://openreview.net/forum?id=tIjRAiFmU3y,6.75,"[8.0, 6.0, 6.0, 7.0]",Accept (Poster)
Towards A Unified Understanding and Improving of Adversarial Transferability ,https://openreview.net/forum?id=X76iqnUbBjz,6.75,"[6.0, 5.0, 10.0, 6.0]",Accept (Poster)
Evaluations and Methods for Explanation through Robustness Analysis,https://openreview.net/forum?id=4dXmpCDGNp7,6.75,"[7.0, 7.0, 7.0, 6.0]",Accept (Poster)
RNNLogic: Learning Logic Rules for Reasoning on Knowledge Graphs,https://openreview.net/forum?id=tGZu6DlbreV,6.75,"[6.0, 7.0, 6.0, 8.0]",Accept (Poster)
Differentially Private Learning Needs Better Features (or Much More Data),https://openreview.net/forum?id=YTWGvpFOQD-,6.75,"[6.0, 7.0, 7.0, 7.0]",Accept (Spotlight)
Do not Let Privacy Overbill Utility:  Gradient Embedding Perturbation for Private Learning,https://openreview.net/forum?id=7aogOj_VYO0,6.75,"[6.0, 7.0, 5.0, 9.0]",Accept (Poster)
Effective Abstract Reasoning with Dual-Contrast Network,https://openreview.net/forum?id=ldxlzGYWDmW,6.75,"[7.0, 5.0, 8.0, 7.0]",Accept (Poster)
Parameter-based Value Functions,https://openreview.net/forum?id=tV6oBfuyLTQ,6.75,"[7.0, 7.0, 7.0, 6.0]",Accept (Poster)
Gradient Vaccine: Investigating and Improving Multi-task Optimization in Massively Multilingual Models,https://openreview.net/forum?id=F1vEjWK-lH_,6.75,"[7.0, 6.0, 6.0, 8.0]",Accept (Spotlight)
Boost then Convolve: Gradient Boosting Meets Graph Neural Networks,https://openreview.net/forum?id=ebS5NUfoMKL,6.75,"[7.0, 6.0, 9.0, 5.0]",Accept (Poster)
Regularization Matters in Policy Optimization - An Empirical Study on Continuous Control,https://openreview.net/forum?id=yr1mzrH3IC,6.75,"[6.0, 7.0, 7.0, 7.0]",Accept (Spotlight)
"Few-Shot Learning via Learning the Representation, Provably",https://openreview.net/forum?id=pW2Q2xLwIMD,6.75,"[6.0, 7.0, 8.0, 6.0]",Accept (Poster)
Dual-mode ASR: Unify and Improve Streaming ASR with Full-context Modeling,https://openreview.net/forum?id=Pz_dcqfcKW8,6.75,"[7.0, 6.0, 7.0, 7.0]",Accept (Poster)
Learning to live with Dale's principle: ANNs with separate excitatory and inhibitory units,https://openreview.net/forum?id=eU776ZYxEpz,6.75,"[6.0, 6.0, 9.0, 6.0]",Accept (Poster)
Variational Multi-Task Learning,https://openreview.net/forum?id=kPheYCFm0Od,6.75,"[8.0, 5.0, 7.0, 7.0]",Reject
A Temporal Kernel Approach for Deep Learning with Continuous-time Information,https://openreview.net/forum?id=whE31dn74cL,6.75,"[6.0, 7.0, 7.0, 7.0]",Accept (Poster)
