Name,Affiliation,Submitted,Accepted,Rejected,AvgScore,AvgAcceptedScore,FirstAuthorCount,LastAuthorCount
Changshui Zhang,Tsinghua University,2,2,0,7.0,7.0,0,1
Chang Xu,University of Sydney,1,1,0,7.25,7.25,0,1
Guan-Horng Liu,Georgia Institute of Technology,1,1,0,7.25,7.25,1,0
Tianrong Chen,Georgia Institute of Technology,2,1,1,5.96,7.25,1,0
Evangelos Theodorou,Georgia Institute of Technology,3,2,1,5.8066666666666675,6.375,0,3
Konstantin-Klemens Lurz,University of Tuebingen,1,1,0,7.25,7.25,1,0
Mohammad Bashiri,University of Tuebingen,1,1,0,7.25,7.25,0,0
Konstantin Willeke,,1,1,0,7.25,7.25,0,0
Akshay Jagadish,,1,1,0,7.25,7.25,0,0
Eric Wang,,1,1,0,7.25,7.25,0,0
Edgar Y. Walker,,1,1,0,7.25,7.25,0,0
Santiago A Cadena,University of Tuebingen,1,1,0,7.25,7.25,0,0
Taliah Muhammad,,1,1,0,7.25,7.25,0,0
Erick Cobos,"Max Planck Institute for Intelligent Systems, Max-Planck Institute",1,1,0,7.25,7.25,0,0
Andreas S. Tolias,Baylor College of Medicine,1,1,0,7.25,7.25,0,0
Alexander S Ecker,University of Goettingen,3,1,2,6.166666666666667,7.25,0,2
Fabian H. Sinz,University of Tuebingen,1,1,0,7.25,7.25,0,1
Eli Ovits,,1,1,0,7.25,7.25,1,0
Lior Wolf,Tel Aviv University,1,1,0,7.25,7.25,0,1
Glen Berseth,University of California Berkeley,3,2,1,6.109999999999999,6.79,2,0
Daniel Geng,,1,1,0,7.25,7.25,0,0
Chelsea Finn,Stanford University,10,3,7,5.875,7.083333333333333,0,5
Dinesh Jayaraman,"School of Engineering and Applied Science, University of Pennsylvania",1,1,0,7.25,7.25,0,0
Cheng Perng Phoo,Cornell University,1,1,0,7.25,7.25,1,0
Bharath Hariharan,Cornell University,3,1,2,5.6933333333333325,7.25,0,2
Yen-Cheng Liu,Georgia Institute of Technology,1,1,0,7.25,7.25,1,0
Chih-Yao Ma,Facebook,1,1,0,7.25,7.25,0,0
Zijian He,", University of California, Los Angeles",1,1,0,7.25,7.25,0,0
Chia-Wen Kuo,Georgia Institute of Technology,1,1,0,7.25,7.25,0,0
Kan Chen,Facebook,1,1,0,7.25,7.25,0,0
Peizhao Zhang,Facebook,1,1,0,7.25,7.25,0,0
Bichen Wu,Facebook,1,1,0,7.25,7.25,0,0
Zsolt Kira,Georgia Institute of Technology,3,1,2,6.25,7.25,0,2
Peter Vajda,,1,1,0,7.25,7.25,0,1
Xiuyuan Cheng,Duke University,1,1,0,7.25,7.25,1,0
Zichen Miao,Purdue University,1,1,0,7.25,7.25,0,0
Qiang Qiu,Purdue University,1,1,0,7.25,7.25,0,1
Beidi Chen,Stanford University,3,2,1,6.0,6.625,1,0
Zichang Liu,Rice University,1,1,0,7.25,7.25,0,0
Binghui Peng,Columbia University,2,1,1,6.125,7.25,0,0
Zhaozhuo Xu,Rice University,1,1,0,7.25,7.25,0,0
Jonathan Lingjie Li,"Computer Science Department, Stanford University",1,1,0,7.25,7.25,0,0
Tri Dao,Stanford University,3,2,1,6.166666666666667,6.875,1,0
Zhao Song,Princeton University,6,2,4,5.361666666666667,6.875,1,0
Anshumali Shrivastava,Rice University,3,2,1,6.0,6.625,0,2
Andrii Zadaianchuk,"Max-Planck-Institute for Intelligent Systems, Max-Planck Institute",1,1,0,7.25,7.25,1,0
Maximilian Seitzer,"Max Planck Institute for Intelligent Systems, Max-Planck Institute",1,1,0,7.25,7.25,0,0
Georg Martius,Max Planck Institute for Intelligent Systems,4,2,2,5.375,6.5,0,4
Chenlin Meng,Stanford University,1,1,0,7.25,7.25,1,0
Jiaming Song,"Computer Science Department, Stanford University",7,3,4,6.392857142857143,7.0,1,0
Shengjia Zhao,Stanford University,3,1,2,6.583333333333333,7.25,1,0
Durmus Alp Emre Acar,Boston University,1,1,0,7.25,7.25,1,0
Yue Zhao,"Washington University, St. Louis",1,1,0,7.25,7.25,0,0
Ramon Matas,Universitat Politècnica de Catalunya,1,1,0,7.25,7.25,0,0
Matthew Mattina,arm,1,1,0,7.25,7.25,0,0
Paul Whatmough,Arm Inc,1,1,0,7.25,7.25,0,0
Venkatesh Saligrama,Trustees of Boston University,1,1,0,7.25,7.25,0,1
Xin Yuan,University of Chicago,1,1,0,7.25,7.25,1,0
Pedro Henrique Pamplona Savarese,Toyota Technological Institute at Chicago,1,1,0,7.25,7.25,0,0
Michael Maire,University of Chicago,1,1,0,7.25,7.25,0,1
Mathieu Chalvidal,Brown University,1,1,0,7.25,7.25,1,0
Matthew Ricci,Brown University,1,1,0,7.25,7.25,0,0
Rufin VanRullen,CNRS,1,1,0,7.25,7.25,0,0
Thomas Serre,Brown University,1,1,0,7.25,7.25,0,1
Xudong Wang,"Electrical Engineering & Computer Science Department, University of California Berkeley",1,1,0,7.25,7.25,1,0
Long Lian,University of California Berkeley,1,1,0,7.25,7.25,0,0
Zhongqi Miao,University of California Berkeley,1,1,0,7.25,7.25,0,0
Stella Yu,University of California Berkeley,3,2,1,6.316666666666666,6.725,0,3
T. Konstantin Rusch,Swiss Federal Institute of Technology,1,1,0,7.25,7.25,1,0
Siddhartha Mishra,Swiss Federal Institute of Technology,1,1,0,7.25,7.25,0,1
Shunta Akiyama,,1,1,0,7.25,7.25,0,1
Zhiyuan Li,"Department of Computer Science, Princeton University",2,2,0,7.0,7.0,2,0
Yi Zhang,Princeton University,1,1,0,7.25,7.25,0,0
Sanjeev Arora,Princeton University,3,2,1,5.933333333333334,7.025,0,2
Rui Zhao,Siemens AG,1,1,0,7.25,7.25,1,0
Yang Gao,"Tsinghua University, Tsinghua University",4,2,2,5.75,6.875,0,0
Pieter Abbeel,University of California-Berkeley,21,6,15,5.435238095238096,6.5,0,7
Volker Tresp,Ludwig Maximilian University of Munich,3,3,0,6.233333333333333,6.233333333333333,0,2
Wei Xu,Horizon Robotics,2,2,0,6.5,6.5,0,2
Zhengyang Geng,Peking University,1,1,0,7.25,7.25,1,0
Meng-Hao Guo,"Tsinghua University, Tsinghua University",1,1,0,7.25,7.25,0,0
Hongxu Chen,Fudan University,1,1,0,7.25,7.25,0,0
Xia Li,Peking University,1,1,0,7.25,7.25,0,0
Ke Wei,Fudan University,1,1,0,7.25,7.25,0,0
Zhouchen Lin,Peking University,6,2,4,5.9316666666666675,6.75,0,3
Pierre Foret,Google,1,1,0,7.25,7.25,1,0
Ariel Kleiner,,1,1,0,7.25,7.25,0,0
Hossein Mobahi,Google,2,2,0,6.96,6.96,0,1
Matan Atzmon,Weizmann Institute,2,1,1,6.5,7.25,1,0
Yaron Lipman,Facebook,3,1,2,6.333333333333333,7.25,0,3
Yoav Levine,,1,1,0,7.25,7.25,1,0
Barak Lenz,,1,1,0,7.25,7.25,0,0
Opher Lieber,,1,1,0,7.25,7.25,0,0
Omri Abend,"Hebrew University of Jerusalem, Technion",1,1,0,7.25,7.25,0,0
Kevin Leyton-Brown,,1,1,0,7.25,7.25,0,0
Moshe Tennenholtz,,1,1,0,7.25,7.25,0,0
Yoav Shoham,,1,1,0,7.25,7.25,0,1
Kashif Rasul,Free University Berlin,1,1,0,7.25,7.25,1,0
Abdul-Saboor Sheikh,TU Berlin,1,1,0,7.25,7.25,0,0
Ingmar Schuster,Freie Universität Berlin,1,1,0,7.25,7.25,0,0
Urs M Bergmann,Google Research,1,1,0,7.25,7.25,0,0
Roland Vollgraf,Zalando,1,1,0,7.25,7.25,0,1
Mandela Patrick,University of Oxford,2,1,1,6.625,7.25,2,0
Po-Yao Huang,Carnegie Mellon University,1,1,0,7.25,7.25,0,0
Yuki Asano,University of Oxford,2,1,1,6.625,7.25,0,0
Florian Metze,Facebook,2,1,1,5.75,7.25,0,1
Alexander G Hauptmann,Carnegie-Mellon University,1,1,0,7.25,7.25,0,0
Joao F. Henriques,University of Oxford,2,1,1,6.625,7.25,0,0
Andrea Vedaldi,U Oxford,2,1,1,6.625,7.25,0,2
Bilal Alsallakh,Facebook AI,1,1,0,7.25,7.25,1,0
Narine Kokhlikyan,,1,1,0,7.25,7.25,0,0
Vivek Miglani,,1,1,0,7.25,7.25,0,0
Jun Yuan,New York University,1,1,0,7.25,7.25,0,0
Orion Reblitz-Richardson,,1,1,0,7.25,7.25,0,1
Xuezhe Ma,USC/ISI,2,1,1,5.75,7.0,2,0
Xiang Kong,Carnegie Mellon University,1,1,0,7.0,7.0,0,0
Shanghang Zhang,University of California Berkeley,1,1,0,7.0,7.0,0,0
Eduard H Hovy,Carnegie Mellon University,2,2,0,7.0,7.0,0,1
Konstantinos Vougioukas,Imperial College London,1,1,0,7.0,7.0,1,0
Stavros Petridis,Imperial College London,1,1,0,7.0,7.0,0,0
Maja Pantic,Imperial College London,1,1,0,7.0,7.0,0,1
Aymeric Fromherz,Carnegie Mellon University,1,1,0,7.0,7.0,1,0
Klas Leino,"School of Computer Science, Carnegie Mellon University",1,1,0,7.0,7.0,0,0
Matt Fredrikson,Carnegie Mellon University,1,1,0,7.0,7.0,0,0
Bryan Parno,Carnegie Mellon University,1,1,0,7.0,7.0,0,0
Corina Pasareanu,Carnegie Mellon University,1,1,0,7.0,7.0,0,1
Nicklas Hansen,Technical University of Denmark,1,1,0,7.0,7.0,1,0
Rishabh Jangir,"University of California, San Diego",1,1,0,7.0,7.0,0,0
Yu Sun,University of California Berkeley,1,1,0,7.0,7.0,0,0
Guillem Alenyà,Spanish National Research Council,1,1,0,7.0,7.0,0,0
Vitaly Kurin,University of Oxford,1,1,0,7.0,7.0,1,0
Maximilian Igl,University of Oxford,2,2,0,6.625,6.625,1,0
Tim Rocktäschel,Facebook AI Research,3,2,1,6.583333333333333,6.75,0,1
Wendelin Boehmer,Delft University of Technology,4,2,2,5.9375,6.625,0,0
Shimon Whiteson,University of Oxford,6,3,3,5.958333333333333,6.75,0,3
Chenlin Meng,Stanford University,1,1,0,7.0,7.0,0,0
Nima Dehmamy,Northwestern University,2,0,2,5.75,0.0,1,0
Yanchen Liu,Northeastern University,1,0,1,7.0,0.0,0,0
Robin Walters,Northeastern University,3,2,1,6.083333333333333,5.625,1,0
Rose Yu,"University of California, San Diego",7,2,5,5.154285714285714,5.625,0,7
Jake Snell,"Department of Computer Science, University of Toronto",1,1,0,7.0,7.0,1,0
Richard Zemel,University of Toronto,8,4,4,6.0,6.5625,0,7
Ekin Akyürek,Massachusetts Institute of Technology,1,1,0,7.0,7.0,1,0
Afra Feyza Akyürek,Boston University,1,1,0,7.0,7.0,0,0
Jacob Andreas,Microsoft,2,2,0,6.875,6.875,0,1
Christopher A. Choquette-Choo,University of Toronto,1,1,0,7.0,7.0,1,0
Natalie Dullerud,Toronto University,1,1,0,7.0,7.0,0,0
Adam Dziedzic,Toronto University,1,1,0,7.0,7.0,0,0
Yunxiang Zhang,The Chinese University of Hong Kong,1,1,0,7.0,7.0,0,0
Somesh Jha,"Department of Computer Science, University of Wisconsin, Madison",7,1,6,5.214285714285714,7.0,0,4
Nicolas Papernot,University of Toronto,4,2,2,6.3125,7.0,0,2
Xiao Wang,Northwestern University,1,1,0,7.0,7.0,0,1
Stanislav Morozov,Yandex,1,1,0,7.0,7.0,1,0
Andrey Voynov,Yandex,1,1,0,7.0,7.0,0,0
Artem Babenko,Yandex,3,1,2,5.473333333333334,7.0,0,2
Yonggan Fu,Rice University,4,2,2,6.3125,6.875,3,0
Han Guo,", Rice University",1,1,0,7.0,7.0,0,0
Meng Li,,1,1,0,7.0,7.0,0,0
Xin Yang,Rice University,1,1,0,7.0,7.0,0,0
Yining Ding,,1,1,0,7.0,7.0,0,0
Vikas Chandra,Facebook,1,1,0,7.0,7.0,0,0
Yingyan Lin,Rice University,5,2,3,6.05,6.875,0,5
Ziyi Chen,University of Utah,2,2,0,6.5,6.5,1,0
Yi Zhou,University of Utah,3,2,1,6.0,6.5,0,0
Tengyu Xu,Ohio State University,3,1,2,6.0,7.0,2,0
Yingbin Liang,The Ohio State University,5,1,4,5.7,7.0,0,2
Allan Zhou,Stanford University,1,1,0,7.0,7.0,1,0
Tom Knowles,,1,1,0,7.0,7.0,0,0
Benjamin David Haeffele,Johns Hopkins University,3,1,2,6.109999999999999,7.0,1,0
Chong You,University of California Berkeley,2,1,1,6.6,7.0,0,0
Rene Vidal,Johns Hopkins University,4,1,3,6.02,7.0,0,3
Freya Behrens,TU Berlin,1,1,0,7.0,7.0,1,0
Jonathan Sauder,TU Berlin,1,1,0,7.0,7.0,0,0
Peter Jung,TU Berlin,1,1,0,7.0,7.0,0,1
Pratyush Maini,Indian Institute of Technology Delhi,2,1,1,6.0,7.0,2,0
Mohammad Yaghini,Toronto University,1,1,0,7.0,7.0,0,0
Shangqing Liu,Nanyang Technological University,1,1,0,7.0,7.0,1,0
Yu Chen,Facebook,1,1,0,7.0,7.0,0,0
Xiaofei Xie,Nanyang Technological University,1,1,0,7.0,7.0,0,0
Jing Kai Siow,,1,1,0,7.0,7.0,0,0
Yang Liu,Nanyang Technological University,1,1,0,7.0,7.0,0,1
Sang Michael Xie,Stanford University,1,1,0,7.0,7.0,1,0
Ananya Kumar,Stanford University,2,2,0,6.875,6.875,0,0
Robbie Jones,Stanford University,1,1,0,7.0,7.0,0,0
Fereshte Khani,Stanford University,1,1,0,7.0,7.0,0,0
Percy Liang,Stanford University,3,2,1,6.416666666666667,6.875,0,2
Ankit Vani,University of Montreal,1,1,0,7.0,7.0,1,0
Max Schwarzer,,2,2,0,6.875,6.875,1,0
Yuchen Lu,University of Montreal,2,2,0,6.25,6.25,1,0
Eeshan Dhekane,,1,1,0,7.0,7.0,0,0
Aaron Courville,University of Montreal,10,7,3,6.05,6.5,0,7
Like Hui,"University of California, San Diego",1,1,0,7.0,7.0,1,0
Mikhail Belkin,Ohio State University,3,1,2,5.5,7.0,0,1
Yangchen Pan,University of Alberta,2,1,1,6.0,7.0,1,0
Kirby Banman,University of Alberta,1,1,0,7.0,7.0,0,0
Martha White,University of Alberta,3,1,2,5.666666666666667,7.0,0,2
Alexander Vargo,University of Michigan,1,1,0,7.0,7.0,1,0
Fan Zhang,ShanghaiTech University,1,1,0,7.0,7.0,0,0
Mikhail Yurochkin,International Business Machines,6,4,2,6.096666666666667,6.4375,1,1
Yuekai Sun,University of Michigan,6,4,2,6.096666666666667,6.4375,0,5
Yu Tian,Rutgers University,1,1,0,7.0,7.0,1,0
Jian Ren,Snap Inc.,1,1,0,7.0,7.0,0,0
Menglei Chai,Snap Inc.,1,1,0,7.0,7.0,0,0
Kyle Olszewski,University of Southern California,1,1,0,7.0,7.0,0,0
Xi Peng,University of Delaware,1,1,0,7.0,7.0,0,0
Dimitris N. Metaxas,Rutgers University,3,1,2,6.083333333333333,7.0,0,1
Sergey Tulyakov,Snap Inc.,1,1,0,7.0,7.0,0,1
Xingyu Cai,,1,1,0,7.0,7.0,1,0
Yuchen Bian,Pennsylvania State University,1,1,0,7.0,7.0,0,0
Kenneth Church,Massachusetts Institute of Technology,4,1,3,4.3125,7.0,0,2
Yu Sun,"Washington University, St. Louis",1,1,0,7.0,7.0,1,0
Jiaming Liu,"Washington University, St. Louis",1,1,0,7.0,7.0,0,0
Yiran Sun,"Washington University, St. Louis",1,1,0,7.0,7.0,0,0
Brendt Wohlberg,Los Alamos National Laboratory,1,1,0,7.0,7.0,0,0
Ulugbek Kamilov,"Washington University, St. Louis",1,1,0,7.0,7.0,0,1
Abdul Wasay,Harvard University,1,1,0,7.0,7.0,1,0
Stratos Idreos,Harvard University,1,1,0,7.0,7.0,0,1
Liam Li,Carnegie Mellon University,2,1,1,5.875,7.0,1,0
Mikhail Khodak,Carnegie Mellon University,3,2,1,5.916666666666667,6.5,1,0
Nina Balcan,Carnegie-Mellon University,3,1,2,5.333333333333333,7.0,1,0
Ameet Talwalkar,University of California-Los Angeles,4,3,1,6.2075,6.6933333333333325,0,4
Amartya Sanyal,Facebook,2,2,0,6.835,6.835,1,0
Puneet K. Dokania,University of Oxford,3,3,0,6.8066666666666675,6.8066666666666675,0,1
Varun Kanade,,1,1,0,7.0,7.0,0,0
Philip Torr,University of Oxford,8,6,2,5.99625,6.416666666666667,0,2
Binghong Chen,Georgia Institute of Technology,3,1,2,5.776666666666666,7.0,2,0
Tianzhe Wang,Georgia Institute of Technology,1,1,0,7.0,7.0,0,0
Chengtao Li,Massachusetts Institute of Technology,2,1,1,6.5,7.0,0,0
Hanjun Dai,Georgia Institute of Technology,7,2,5,6.0842857142857145,7.0,1,1
Le Song,"College of Computing, Georgia Institute of Technology",8,1,7,5.8125,7.0,0,8
Charles Lovering,Brown University,1,1,0,7.0,7.0,1,0
Rohan Jha,Brown University,1,1,0,7.0,7.0,0,0
Tal Linzen,New York University,1,1,0,7.0,7.0,0,0
Ellie Pavlick,Brown University,1,1,0,7.0,7.0,0,1
Zhisheng Xiao,University of Chicago,1,1,0,7.0,7.0,1,0
Karsten Kreis,NVIDIA,2,1,1,5.835,7.0,0,0
Jan Kautz,NVIDIA,3,2,1,6.416666666666667,6.625,0,0
Arash Vahdat,NVIDIA,2,1,1,6.5,7.0,0,2
Chaithanya Kumar Mummadi,Bosch Center for Artificial Intelligence,1,1,0,7.0,7.0,1,0
Ranjitha Subramaniam,Chemnitz University of Technology,1,1,0,7.0,7.0,0,0
Robin Hutmacher,"Robert Bosch GmbH, Bosch",2,1,1,6.335,7.0,0,1
Julien Vitay,Chemnitz University of Technology,1,1,0,7.0,7.0,0,0
Volker Fischer,Bosch Center for Artificial Intelligence,1,1,0,7.0,7.0,0,0
Jan Hendrik Metzen,Bosch Center Artificial Intelligence,4,2,2,5.7925,6.75,2,1
Jungo Kasai,"Paul G. Allen School of Computer Science & Engineering, University of Washington",1,1,0,7.0,7.0,1,0
Nikolaos Pappas,"Department of Computer Science, University of Washington",2,2,0,7.0,7.0,0,0
Hao Peng,"Department of Computer Science, University of Washington",2,2,0,7.0,7.0,1,0
James Cross,Facebook,1,1,0,7.0,7.0,0,0
Noah Smith,University of Washington,2,2,0,7.0,7.0,0,2
Shivangi Mahto,,1,1,0,7.0,7.0,1,0
Vy Ai Vo,"University of California, San Diego",1,1,0,7.0,7.0,0,0
Javier S. Turek,Intel,1,1,0,7.0,7.0,0,0
Alexander Huth,The University of Texas at Austin,1,1,0,7.0,7.0,0,1
Shuo Yang,"University of Technology Sydney, Australia",1,1,0,7.0,7.0,1,0
Lu Liu,University of Technology Sydney,3,3,0,6.6000000000000005,6.6000000000000005,2,0
Min Xu,University of Technology Sydney,2,1,1,4.5,7.0,0,2
Fumihiro Sasaki,"Ricoh Company, Ltd.",1,1,0,7.0,7.0,1,0
Ryota Yamashina,,1,1,0,7.0,7.0,0,1
Divyansh Kaushik,Carnegie Mellon University,1,1,0,7.0,7.0,1,0
Amrith Setlur,Carnegie Mellon University,1,1,0,7.0,7.0,0,0
Zachary Chase Lipton,Carnegie Mellon University,2,1,1,6.625,7.0,0,1
Xiaorui Liu,Michigan State University,3,1,2,5.75,7.0,1,0
Yao Li,Michigan State University,1,1,0,7.0,7.0,0,0
Rongrong Wang,,1,1,0,7.0,7.0,0,0
Jiliang Tang,Michigan State University,3,1,2,5.75,7.0,0,1
Ming Yan,,1,1,0,7.0,7.0,0,1
Anastasios Nikolas Angelopoulos,University of California Berkeley,1,1,0,7.0,7.0,1,0
Stephen Bates,,1,1,0,7.0,7.0,0,0
Michael Jordan,"Department of Computer and Information Science, University of Massachusetts, Amherst",1,1,0,7.0,7.0,0,0
Jitendra Malik,UC Berkeley,3,2,1,6.333333333333333,6.75,0,3
Yunhao Ge,University of Southern California,2,1,1,5.375,7.0,2,0
Sami Abu-El-Haija,University of Southern California,2,2,0,7.0,7.0,0,0
Gan Xin,University of Southern California,2,1,1,5.375,7.0,0,0
Laurent Itti,,3,1,2,5.166666666666667,7.0,0,3
Kangle Deng,Carnegie Mellon University,1,1,0,7.0,7.0,1,0
Aayush Bansal,"School of Computer Science, Carnegie Mellon University",1,1,0,7.0,7.0,0,0
Deva Ramanan,Carnegie-Mellon University,2,1,1,5.625,7.0,0,2
Alberto Bietti,New York University,1,1,0,7.0,7.0,1,0
Francis Bach,Ecole Normale Superieure,1,1,0,7.0,7.0,0,1
Yuchen Liang,Rensselaer Polytechnic Institute,1,1,0,7.0,7.0,1,0
Chaitanya Ryali,"University of California, San Diego",1,1,0,7.0,7.0,0,0
Benjamin Hoover,International Business Machines,1,1,0,7.0,7.0,0,0
Saket Navlakha,,1,1,0,7.0,7.0,0,0
Leopold Grinberg,,1,1,0,7.0,7.0,0,0
Mohammed J Zaki,Rensselaer Polytechnic Institute,1,1,0,7.0,7.0,0,0
Dmitry Krotov,"Institue for Advanced Study, Princeton",2,2,0,7.0,7.0,1,1
Muhammet Balcilar,Université de Rouen,1,1,0,7.0,7.0,1,0
Guillaume Renton,,1,1,0,7.0,7.0,0,0
Pierre Héroux,,1,1,0,7.0,7.0,0,0
Benoit Gaüzère,,1,1,0,7.0,7.0,0,0
Sébastien Adam,Université de Rouen,1,1,0,7.0,7.0,0,0
Paul Honeine,"LITIS, Université de Rouen Normandie, France",1,1,0,7.0,7.0,0,1
Augustus Odena,Google,1,1,0,7.0,7.0,1,0
Kensen Shi,Google,1,1,0,7.0,7.0,0,0
David Bieber,Google,1,1,0,7.0,7.0,0,0
Rishabh Singh,Google Brain,4,2,2,5.98,6.5,0,0
Charles Sutton,Google,4,1,3,5.9175,7.0,0,1
J. Krishna Murthy,University of Montreal,1,1,0,7.0,7.0,1,0
Miles Macklin,NVIDIA,1,1,0,7.0,7.0,0,0
Florian Golemo,Mila,3,1,2,5.416666666666667,7.0,0,0
Vikram Voleti,University of Montreal,1,1,0,7.0,7.0,0,0
Linda Petrini,University of Amsterdam,1,1,0,7.0,7.0,0,0
Breandan Considine,McGill University,1,1,0,7.0,7.0,0,0
Jérôme Parent-Lévesque,University of Montreal,1,1,0,7.0,7.0,0,0
Kevin Xie,"Department of Computer Science, University of Toronto",1,1,0,7.0,7.0,0,0
Kenny Erleben,,1,1,0,7.0,7.0,0,0
Liam Paull,University of Montreal,2,1,1,5.335,7.0,0,1
Florian Shkurti,"Department of Computer Science, University of Toronto",3,3,0,6.5,6.5,0,1
Derek Nowrouzezahrai,McGill University,4,2,2,6.157500000000001,6.9,0,0
JangHyun Kim,NAVER,1,1,0,7.0,7.0,1,0
Wonho Choo,Seoul National University,1,1,0,7.0,7.0,0,0
Hosan Jeong,Seoul National University,1,1,0,7.0,7.0,0,0
Hyun Oh Song,Seoul National University,3,1,2,6.333333333333333,7.0,0,3
Faruk Ahmed,University of Montreal,2,2,0,6.625,6.625,1,0
Harm van Seijen,Microsoft Research,3,1,2,6.0,7.0,0,0
Phil Pope,"University of Maryland, College Park",2,2,0,6.625,6.625,1,0
Chen Zhu,"Department of Computer Science, University of Maryland, College Park",3,1,2,6.166666666666667,7.0,1,0
Ahmed Abdelkader,"University of Maryland, College Park",1,1,0,7.0,7.0,0,0
Micah Goldblum,"University of Maryland, College Park",6,2,4,5.678333333333334,6.835,0,0
Tom Goldstein,"University of Maryland, College Park",11,4,7,5.642727272727273,6.605,0,10
Chao Pan,"University of Illinois, Urbana Champaign",1,1,0,7.0,7.0,1,0
Siheng Chen,Carnegie Mellon University,1,1,0,7.0,7.0,0,0
Antonio Ortega,University of Southern California,1,1,0,7.0,7.0,0,1
Haoyu Ma,"University of California, Irvine",1,1,0,7.0,7.0,1,0
Tianlong Chen,"University of Texas, Austin",9,5,4,5.898888888888889,6.718000000000001,3,1
Ting-Kuei Hu,Texas A&M,1,1,0,7.0,7.0,0,0
Chenyu You,Yale University,2,1,1,6.0,7.0,1,0
Xiaohui Xie,"University of California, Irvine",1,1,0,7.0,7.0,0,0
Zhangyang Wang,"University of Texas, Austin",16,8,8,5.815,6.5425,0,7
Shun-ichi Amari,,1,1,0,7.0,7.0,1,0
Jimmy Ba,"Department of Computer Science, University of Toronto",8,4,4,5.90625,6.5625,0,2
Roger Baker Grosse,"Department of Computer Science, University of Toronto",3,2,1,6.833333333333333,6.875,0,1
Xuechen Li,Google,2,1,1,5.75,7.0,0,0
Denny Wu,University of Toronto,1,1,0,7.0,7.0,0,0
Ji Xu,Columbia University,1,1,0,7.0,7.0,0,1
Tom Zahavy,DeepMind,3,2,1,6.026666666666666,6.875,2,0
Andre Barreto,DeepMind,4,2,2,6.0375,6.7,0,1
Daniel J Mankowitz,Deepmind,3,2,1,6.083333333333333,6.875,1,0
Shaobo Hou,DeepMind,1,1,0,7.0,7.0,0,0
Brendan O'Donoghue,Stanford University,1,1,0,7.0,7.0,0,0
Iurii Kemaev,DeepMind,1,1,0,7.0,7.0,0,0
Satinder Singh,University of Michigan,1,1,0,7.0,7.0,0,1
John J. Hopfield,,1,1,0,7.0,7.0,0,1
Jaehoon Oh,Korea Advanced Institute of Science and Technology,1,1,0,7.0,7.0,1,0
Hyungjun Yoo,Korea Advanced Institute of Science and Technology,1,1,0,7.0,7.0,0,0
ChangHwan Kim,Korea Advanced Institute of Science and Technology,1,1,0,7.0,7.0,0,0
Se-Young Yun,KAIST,2,1,1,5.75,7.0,0,2
Seyed Iman Mirzadeh,"Washington State University, Pullman",1,1,0,7.0,7.0,1,0
Mehrdad Farajtabar,Google,1,1,0,7.0,7.0,0,0
Dilan Gorur,,1,1,0,7.0,7.0,0,0
Razvan Pascanu,Google DeepMind,3,1,2,5.390000000000001,7.0,0,1
Hassan Ghasemzadeh,"Washington State University, Pullman",1,1,0,7.0,7.0,0,1
David Widmann,Uppsala University,1,1,0,7.0,7.0,1,0
Fredrik Lindsten,,1,1,0,7.0,7.0,0,0
Dave Zachariah,,1,1,0,7.0,7.0,0,1
Elan Sopher Markowitz,University of Southern California,1,1,0,7.0,7.0,1,0
Keshav Balasubramanian,University of Southern California,2,1,1,5.75,7.0,0,0
Mehrnoosh Mirtaheri,University of Southern California,1,1,0,7.0,7.0,0,0
Bryan Perozzi,,2,1,1,6.0,7.0,0,1
Greg Ver Steeg,University of Southern California,1,1,0,7.0,7.0,0,0
Aram Galstyan,University of Southern California,2,1,1,6.0,7.0,0,2
Alexander Norcliffe,University College London,1,1,0,7.0,7.0,1,0
Cristian Bodnar,University of Cambridge,1,1,0,7.0,7.0,0,0
Ben Day,University of Cambridge,1,1,0,7.0,7.0,0,0
Jacob Moss,University of Cambridge,1,1,0,7.0,7.0,0,0
Pietro Liò,,3,1,2,5.683333333333334,7.0,0,3
Xinshuai Dong,Nanyang Technological University,1,1,0,7.0,7.0,1,0
Hong Liu,National Institute of Informatics,1,1,0,7.0,7.0,0,0
Rongrong Ji,Columbia University,1,1,0,7.0,7.0,0,0
Denis Yarats,New York University,2,1,1,6.5,7.0,1,0
Ilya Kostrikov,New York University,2,1,1,6.5,7.0,0,0
Rob Fergus,New York University,3,1,2,5.583333333333333,7.0,0,2
Linjun Zhang,Rutgers University,1,1,0,7.0,7.0,1,0
Zhun Deng,Harvard University,1,1,0,7.0,7.0,0,0
Amirata Ghorbani,Stanford University,1,1,0,7.0,7.0,0,0
James Zou,Stanford University,1,1,0,7.0,7.0,0,1
Cory Stephenson,Intel,1,1,0,7.0,7.0,1,0
suchismita padhy,University of California Berkeley,1,1,0,7.0,7.0,0,0
Abhinav Ganesh,,1,1,0,7.0,7.0,0,0
Yue Hui,,1,1,0,7.0,7.0,0,0
Hanlin Tang,Intel AI Lab,3,2,1,6.283333333333334,6.625,0,0
SueYeon Chung,Columbia University,2,1,1,6.3,7.0,0,2
Nils Wandel,University of Bonn,1,1,0,7.0,7.0,1,0
Michael Weinmann,University of Bonn,1,1,0,7.0,7.0,0,0
Reinhard Klein,,1,1,0,7.0,7.0,0,1
Da Xu,University of California Berkeley,2,2,0,6.875,6.875,2,0
